RecipeName,Ingredients,Steps,Cuisine,ingredient_text,search_field,cleaned_search_field
Khaman (Nylon Khaman),"['1.5 cups gram flour (besan), fine', '1/2 tsp citric acid crystals', '1.5 tbsp sugar', '3/4 cup water', '1 tsp ginger-chili paste', 'Salt to taste', '1 tsp Eno fruit salt', 'Tempering: 2 tbsp oil, 1 tsp mustard seeds, 1 sprig curry leaves, 3-4 green chilies (slit), 1/2 cup water, 2 tbsp sugar, 1/4 tsp asafoetida']","['In a bowl, mix besan, citric acid, sugar, ginger-chili paste, and salt. Add 3/4 cup water to make a smooth, lump-free batter.', 'Grease a steaming pan. Boil water in a steamer.', 'Just before steaming, add the Eno fruit salt to the batter and 1 tsp of water on top of it. Stir quickly and vigorously for 10-15 seconds. The batter will become very frothy.', 'Pour immediately into the greased pan.', 'Steam on high heat for 12-15 minutes. Check with a toothpick; it should come out clean.', 'Let the khaman cool for 10 minutes, then invert onto a plate and cut into squares.', 'For tempering: Heat oil. Add mustard seeds, asafoetida, curry leaves, and green chilies. Sauté for 30 seconds.', 'Add 1/2 cup water and 2 tbsp sugar. Bring to a boil.', 'Pour this hot tempering evenly over the khaman pieces.', 'Garnish with cilantro and grated coconut. Serve.']",Gujarati / Indian Snack,"1.5 cups gram flour (besan), fine 1/2 tsp citric acid crystals 1.5 tbsp sugar 3/4 cup water 1 tsp ginger-chili paste Salt to taste 1 tsp Eno fruit salt Tempering: 2 tbsp oil, 1 tsp mustard seeds, 1 sprig curry leaves, 3-4 green chilies (slit), 1/2 cup water, 2 tbsp sugar, 1/4 tsp asafoetida","Khaman (Nylon Khaman) Khaman (Nylon Khaman) Khaman (Nylon Khaman) 1.5 cups gram flour (besan), fine 1/2 tsp citric acid crystals 1.5 tbsp sugar 3/4 cup water 1 tsp ginger-chili paste Salt to taste 1 tsp Eno fruit salt Tempering: 2 tbsp oil, 1 tsp mustard seeds, 1 sprig curry leaves, 3-4 green chilies (slit), 1/2 cup water, 2 tbsp sugar, 1/4 tsp asafoetida",khaman nylon khaman khaman nylon khaman khaman nylon khaman cups gram flour besan fine tsp citric acid crystals tbsp sugar cup water tsp gingerchili paste salt taste tsp eno fruit salt tempering tbsp oil tsp mustard seeds sprig curry leaves green chilies slit cup water tbsp sugar tsp asafoetida
Vegetable Pulao,"['1.5 cups Basmati rice, soaked for 30 minutes', '2 cups mixed vegetables (carrots, peas, beans, potatoes, cauliflower)', '1 large onion, thinly sliced', '1 tbsp ginger-garlic paste', '1/2 tsp cumin seeds', 'Whole spices: 1 bay leaf, 2-inch cinnamon, 4 green cardamoms, 4 cloves, 1 star anise', '1/2 tsp garam masala', '3 cups water or vegetable broth', '2 tbsp ghee or oil', 'Salt to taste']","['Heat ghee/oil in a pot or pressure cooker.', 'Add the cumin seeds and all the whole spices. Sauté for 30 seconds.', 'Add the sliced onion and sauté until golden brown.', 'Add ginger-garlic paste and cook for 1 minute.', 'Add all the mixed vegetables. Sauté on high heat for 3-4 minutes.', 'Add the soaked and drained rice. Sauté gently for 1-2 minutes.', 'Add the water (or broth), salt, and garam masala. Bring to a boil.', 'If in a pot, cover tightly, reduce heat to low, and simmer for 15-18 minutes. If in a pressure cooker, cook for 2 whistles.', 'Let it rest for 10 minutes before opening. Fluff with a fork and serve with raita.']",North Indian,"1.5 cups Basmati rice, soaked for 30 minutes 2 cups mixed vegetables (carrots, peas, beans, potatoes, cauliflower) 1 large onion, thinly sliced 1 tbsp ginger-garlic paste 1/2 tsp cumin seeds Whole spices: 1 bay leaf, 2-inch cinnamon, 4 green cardamoms, 4 cloves, 1 star anise 1/2 tsp garam masala 3 cups water or vegetable broth 2 tbsp ghee or oil Salt to taste","Vegetable Pulao Vegetable Pulao Vegetable Pulao 1.5 cups Basmati rice, soaked for 30 minutes 2 cups mixed vegetables (carrots, peas, beans, potatoes, cauliflower) 1 large onion, thinly sliced 1 tbsp ginger-garlic paste 1/2 tsp cumin seeds Whole spices: 1 bay leaf, 2-inch cinnamon, 4 green cardamoms, 4 cloves, 1 star anise 1/2 tsp garam masala 3 cups water or vegetable broth 2 tbsp ghee or oil Salt to taste",vegetable pulao vegetable pulao vegetable pulao cups basmati rice soaked minutes cups mixed vegetables carrots peas beans potatoes cauliflower large onion thinly sliced tbsp gingergarlic paste tsp cumin seeds whole spices bay leaf inch cinnamon green cardamoms cloves star anise tsp garam masala cups water vegetable broth tbsp ghee oil salt taste
Egg Curry,"['6 large eggs, hard-boiled and peeled', '1 large onion, finely chopped', '2 large tomatoes, pureed', '1 tbsp ginger-garlic paste', '1/2 tsp cumin seeds', '1 tsp coriander powder', '1/2 tsp turmeric powder', '1/2 tsp red chili powder', '1/2 tsp garam masala', '2 tbsp vegetable oil', 'Salt to taste']","['Make small slits in the hard-boiled eggs. (Optional: lightly fry them in 1 tsp of oil until golden spots appear).', 'Heat oil in a pan. Add cumin seeds.', 'Add the chopped onion and sauté until golden brown.', 'Add ginger-garlic paste and cook for 1 minute.', 'Add the tomato puree, turmeric, coriander powder, chili powder, and salt.', 'Cook the masala on medium-low heat until it thickens and oil separates.', 'Add 1.5 cups of water to the pan. Bring the gravy to a boil.', 'Gently slide the hard-boiled eggs into the gravy.', 'Cover and simmer for 8-10 minutes.', 'Stir in the garam masala. Garnish with cilantro and serve hot.']",North Indian,"6 large eggs, hard-boiled and peeled 1 large onion, finely chopped 2 large tomatoes, pureed 1 tbsp ginger-garlic paste 1/2 tsp cumin seeds 1 tsp coriander powder 1/2 tsp turmeric powder 1/2 tsp red chili powder 1/2 tsp garam masala 2 tbsp vegetable oil Salt to taste","Egg Curry Egg Curry Egg Curry 6 large eggs, hard-boiled and peeled 1 large onion, finely chopped 2 large tomatoes, pureed 1 tbsp ginger-garlic paste 1/2 tsp cumin seeds 1 tsp coriander powder 1/2 tsp turmeric powder 1/2 tsp red chili powder 1/2 tsp garam masala 2 tbsp vegetable oil Salt to taste",egg curry egg curry egg curry large eggs hardboiled peeled large onion finely chopped large tomatoes pureed tbsp gingergarlic paste tsp cumin seeds tsp coriander powder tsp turmeric powder tsp red chili powder tsp garam masala tbsp vegetable oil salt taste
Fish Korma,"['500g firm white fish, cut into pieces', '1 large onion, sliced and deep-fried', '1/2 cup plain yogurt, whisked', '1/2 cup cashew paste', '1 tbsp ginger-garlic paste', '1/2 tsp red chili powder', '1/2 tsp turmeric powder', '1/2 tsp garam masala', 'Whole spices: 2 bay leaves, 4 green cardamoms, 1-inch cinnamon, 4 cloves', '1/4 cup ghee or oil', 'Salt to taste']","['Crush the fried onions. Set aside.', 'Heat ghee/oil in a pan. Add the whole spices.', 'Add ginger-garlic paste and sauté for 1 minute.', 'Lower the heat. Add whisked yogurt, chili powder, and turmeric. Stir quickly.', 'Add the cashew paste and crushed fried onions. Sauté for 3-4 minutes, stirring constantly.', 'Add 1.5 cups of water and salt. Bring the gravy to a gentle simmer.', 'Gently add the fish pieces to the simmering gravy.', 'Cover and cook on low heat for 8-10 minutes, or until the fish is cooked through. Do not over-stir.', 'Sprinkle with garam masala and serve.']",Mughlai / North Indian,"500g firm white fish, cut into pieces 1 large onion, sliced and deep-fried 1/2 cup plain yogurt, whisked 1/2 cup cashew paste 1 tbsp ginger-garlic paste 1/2 tsp red chili powder 1/2 tsp turmeric powder 1/2 tsp garam masala Whole spices: 2 bay leaves, 4 green cardamoms, 1-inch cinnamon, 4 cloves 1/4 cup ghee or oil Salt to taste","Fish Korma Fish Korma Fish Korma 500g firm white fish, cut into pieces 1 large onion, sliced and deep-fried 1/2 cup plain yogurt, whisked 1/2 cup cashew paste 1 tbsp ginger-garlic paste 1/2 tsp red chili powder 1/2 tsp turmeric powder 1/2 tsp garam masala Whole spices: 2 bay leaves, 4 green cardamoms, 1-inch cinnamon, 4 cloves 1/4 cup ghee or oil Salt to taste",fish korma fish korma fish korma g firm white fish cut pieces large onion sliced deepfried cup plain yogurt whisked cup cashew paste tbsp gingergarlic paste tsp red chili powder tsp turmeric powder tsp garam masala whole spices bay leaves green cardamoms inch cinnamon cloves cup ghee oil salt taste
Mushroom Masala,"['250g button mushrooms, cleaned and quartered', '1 large onion, finely chopped', '2 tomatoes, pureed', '1/2 cup cashew paste (or heavy cream)', '1 tbsp ginger-garlic paste', '1/2 tsp cumin seeds', '1 tsp coriander powder', '1/2 tsp turmeric powder', '1/2 tsp red chili powder', '1/2 tsp garam masala', '2 tbsp oil', 'Salt to taste']","['Heat oil in a pan. Add cumin seeds.', 'Add the chopped onion and sauté until golden.', 'Add ginger-garlic paste and cook for 1 minute.', 'Add tomato puree, turmeric, coriander, and chili powder. Cook until oil separates.', 'Add the cashew paste and cook for 2-3 minutes, stirring constantly.', 'Add the quartered mushrooms and salt. Sauté for 5-7 minutes, until mushrooms release water and are cooked.', 'Add 1/2 cup of water (or as needed for gravy). Bring to a simmer.', 'Cover and cook for 5 minutes.', 'Stir in the garam masala and serve hot.']",North Indian,"250g button mushrooms, cleaned and quartered 1 large onion, finely chopped 2 tomatoes, pureed 1/2 cup cashew paste (or heavy cream) 1 tbsp ginger-garlic paste 1/2 tsp cumin seeds 1 tsp coriander powder 1/2 tsp turmeric powder 1/2 tsp red chili powder 1/2 tsp garam masala 2 tbsp oil Salt to taste","Mushroom Masala Mushroom Masala Mushroom Masala 250g button mushrooms, cleaned and quartered 1 large onion, finely chopped 2 tomatoes, pureed 1/2 cup cashew paste (or heavy cream) 1 tbsp ginger-garlic paste 1/2 tsp cumin seeds 1 tsp coriander powder 1/2 tsp turmeric powder 1/2 tsp red chili powder 1/2 tsp garam masala 2 tbsp oil Salt to taste",mushroom masala mushroom masala mushroom masala g button mushrooms cleaned quartered large onion finely chopped tomatoes pureed cup cashew paste heavy cream tbsp gingergarlic paste tsp cumin seeds tsp coriander powder tsp turmeric powder tsp red chili powder tsp garam masala tbsp oil salt taste
Jeera Rice,"['1.5 cups Basmati rice, soaked for 30 minutes', '2 tbsp ghee', '2 tsp cumin seeds (jeera)', '1 bay leaf', '1-inch cinnamon stick', '2-3 green cardamoms', '3 cups water', 'Salt to taste']","['Drain the soaked rice.', 'Heat ghee in a pot or pressure cooker.', 'Add the cumin seeds, bay leaf, cinnamon, and cardamoms. Sauté until the cumin seeds splutter and are aromatic.', 'Add the drained rice. Sauté gently for 2 minutes, being careful not to break the grains.', 'Add 3 cups of water and salt. Bring to a boil.', 'If in a pot, cover tightly, reduce heat to low, and simmer for 15 minutes. If in a pressure cooker, cook for 2 whistles.', 'Let it rest for 10 minutes before opening. Fluff with a fork.', 'Garnish with cilantro and serve with dal or curry.']",North Indian,"1.5 cups Basmati rice, soaked for 30 minutes 2 tbsp ghee 2 tsp cumin seeds (jeera) 1 bay leaf 1-inch cinnamon stick 2-3 green cardamoms 3 cups water Salt to taste","Jeera Rice Jeera Rice Jeera Rice 1.5 cups Basmati rice, soaked for 30 minutes 2 tbsp ghee 2 tsp cumin seeds (jeera) 1 bay leaf 1-inch cinnamon stick 2-3 green cardamoms 3 cups water Salt to taste",jeera rice jeera rice jeera rice cups basmati rice soaked minutes tbsp ghee tsp cumin seeds jeera bay leaf inch cinnamon stick green cardamoms cups water salt taste
Bengali Fish Curry (Macher Jhol),"['500g rohu or katla fish, cut into steaks', '2 medium potatoes, cut lengthwise', '1 large onion, sliced', '1 large tomato, chopped', '1 tbsp ginger-garlic paste', '1 tsp cumin seeds', '1 tsp coriander powder', '1/2 tsp turmeric powder', '1/2 tsp red chili powder', ""1/2 tsp Bengali 'panch phoron' (five-spice blend)"", '1 bay leaf', '4 tbsp mustard oil', 'Salt to taste']","['Rub the fish steaks with 1/2 tsp turmeric and salt. Rub the potatoes with 1/4 tsp turmeric and salt.', ""Heat mustard oil in a pan until it's smoking hot. Lower the heat."", 'Fry the fish steaks in batches until golden brown. Remove and set aside.', 'In the same oil, fry the potatoes until golden brown. Remove and set aside.', 'In the remaining oil, add the panch phoron and bay leaf. Let them splutter.', 'Add the sliced onion and sauté until golden.', 'Add ginger-garlic paste and cook for 1 minute.', 'Add chopped tomato, coriander powder, chili powder, remaining turmeric, and salt. Cook until tomatoes are mushy.', 'Add 2 cups of hot water and bring to a boil.', 'Add the fried potatoes and cook for 5-7 minutes.', 'Gently add the fried fish pieces. Simmer for 5-7 minutes, until the fish absorbs the gravy.', 'Serve hot with steamed rice.']",Bengali,"500g rohu or katla fish, cut into steaks 2 medium potatoes, cut lengthwise 1 large onion, sliced 1 large tomato, chopped 1 tbsp ginger-garlic paste 1 tsp cumin seeds 1 tsp coriander powder 1/2 tsp turmeric powder 1/2 tsp red chili powder 1/2 tsp Bengali 'panch phoron' (five-spice blend) 1 bay leaf 4 tbsp mustard oil Salt to taste","Bengali Fish Curry (Macher Jhol) Bengali Fish Curry (Macher Jhol) Bengali Fish Curry (Macher Jhol) 500g rohu or katla fish, cut into steaks 2 medium potatoes, cut lengthwise 1 large onion, sliced 1 large tomato, chopped 1 tbsp ginger-garlic paste 1 tsp cumin seeds 1 tsp coriander powder 1/2 tsp turmeric powder 1/2 tsp red chili powder 1/2 tsp Bengali 'panch phoron' (five-spice blend) 1 bay leaf 4 tbsp mustard oil Salt to taste",bengali fish curry macher jhol bengali fish curry macher jhol bengali fish curry macher jhol g rohu katla fish cut steaks medium potatoes cut lengthwise large onion sliced large tomato chopped tbsp gingergarlic paste tsp cumin seeds tsp coriander powder tsp turmeric powder tsp red chili powder tsp bengali panch phoron fivespice blend bay leaf tbsp mustard oil salt taste
Misal Pav,"['Misal (Curry): 2 cups sprouted moth beans (matki), boiled', 'Curry Paste: 1/2 cup grated dry coconut, 1 onion (sliced), 1-inch ginger, 4-5 cloves garlic, 1 tbsp coriander seeds (all roasted and ground)', '2 tbsp Goda masala or Misal masala', '1 tsp red chili powder', '1/2 tsp turmeric', 'Salt, Oil, Water', 'Toppings: Farsan (mixed fried snacks), 1 large onion (finely chopped), 1/4 cup chopped cilantro, Lemon wedges', '8 pav (bread buns)']","['Heat 3 tbsp oil in a pan. Add mustard seeds and curry leaves.', 'Add the ground curry paste and sauté until oil separates.', 'Add the Goda masala, red chili powder, turmeric, and salt. Sauté for 1-2 minutes.', 'Add the boiled sprouts and 3-4 cups of water. Bring to a rolling boil.', 'Simmer for 10-15 minutes. The curry (rass) should be thin and spicy.', 'To serve: In a bowl, add a portion of the sprouted bean curry.', 'Top generously with farsan, chopped onion, and cilantro.', 'Drizzle with lemon juice. Serve hot with pav.']",Maharashtrian,"Misal (Curry): 2 cups sprouted moth beans (matki), boiled Curry Paste: 1/2 cup grated dry coconut, 1 onion (sliced), 1-inch ginger, 4-5 cloves garlic, 1 tbsp coriander seeds (all roasted and ground) 2 tbsp Goda masala or Misal masala 1 tsp red chili powder 1/2 tsp turmeric Salt, Oil, Water Toppings: Farsan (mixed fried snacks), 1 large onion (finely chopped), 1/4 cup chopped cilantro, Lemon wedges 8 pav (bread buns)","Misal Pav Misal Pav Misal Pav Misal (Curry): 2 cups sprouted moth beans (matki), boiled Curry Paste: 1/2 cup grated dry coconut, 1 onion (sliced), 1-inch ginger, 4-5 cloves garlic, 1 tbsp coriander seeds (all roasted and ground) 2 tbsp Goda masala or Misal masala 1 tsp red chili powder 1/2 tsp turmeric Salt, Oil, Water Toppings: Farsan (mixed fried snacks), 1 large onion (finely chopped), 1/4 cup chopped cilantro, Lemon wedges 8 pav (bread buns)",misal pav misal pav misal pav misal curry cups sprouted moth beans matki boiled curry paste cup grated dry coconut onion sliced inch ginger cloves garlic tbsp coriander seeds roasted ground tbsp goda masala misal masala tsp red chili powder tsp turmeric salt oil water toppings farsan mixed fried snacks large onion finely chopped cup chopped cilantro lemon wedges pav bread buns
Prawn Curry,"['250g prawns, deveined and cleaned', '1 cup coconut milk', '1 onion, finely chopped', '1 tomato, pureed', '1 tbsp ginger-garlic paste', '1/2 tsp turmeric powder', '1 tsp red chili powder', '1 tsp coriander powder', '1/2 tsp cumin seeds', '1 sprig curry leaves', '1 tbsp tamarind pulp (or 1 tsp lemon juice)', '2 tbsp vegetable oil', 'Salt to taste']","['Marinate the prawns with 1/4 tsp turmeric and salt for 15 minutes.', 'Heat oil in a pan. Add cumin seeds and curry leaves.', 'Add the chopped onion and sauté until golden.', 'Add ginger-garlic paste and cook for 1 minute.', 'Add the tomato puree, remaining turmeric, chili powder, and coriander powder.', 'Cook the masala until oil separates.', 'Add the marinated prawns. Sauté on high heat for 2-3 minutes, until they turn pink.', 'Lower the heat. Add the coconut milk, tamarind pulp, and salt.', 'Stir gently and bring to a gentle simmer. Do not boil vigorously.', 'Cook for 3-5 minutes, or until the prawns are just cooked through. (Do not overcook prawns).', 'Serve hot with rice.']",Coastal Indian,"250g prawns, deveined and cleaned 1 cup coconut milk 1 onion, finely chopped 1 tomato, pureed 1 tbsp ginger-garlic paste 1/2 tsp turmeric powder 1 tsp red chili powder 1 tsp coriander powder 1/2 tsp cumin seeds 1 sprig curry leaves 1 tbsp tamarind pulp (or 1 tsp lemon juice) 2 tbsp vegetable oil Salt to taste","Prawn Curry Prawn Curry Prawn Curry 250g prawns, deveined and cleaned 1 cup coconut milk 1 onion, finely chopped 1 tomato, pureed 1 tbsp ginger-garlic paste 1/2 tsp turmeric powder 1 tsp red chili powder 1 tsp coriander powder 1/2 tsp cumin seeds 1 sprig curry leaves 1 tbsp tamarind pulp (or 1 tsp lemon juice) 2 tbsp vegetable oil Salt to taste",prawn curry prawn curry prawn curry g prawns deveined cleaned cup coconut milk onion finely chopped tomato pureed tbsp gingergarlic paste tsp turmeric powder tsp red chili powder tsp coriander powder tsp cumin seeds sprig curry leaves tbsp tamarind pulp tsp lemon juice tbsp vegetable oil salt taste
Lauki Kofta,"['Koftas: 2 cups grated bottle gourd (lauki), 1/2 cup gram flour (besan), 1/2 tsp red chili powder, 1/4 tsp turmeric, Salt, Oil for frying', 'Gravy: 1 large onion (chopped), 2 tomatoes (pureed), 1 tbsp ginger-garlic paste, 1/4 cup cashew paste, 1/2 tsp cumin seeds, 1 tsp coriander powder, 1/2 tsp red chili powder, 1/4 tsp turmeric, 1/2 tsp garam masala, 2 tbsp oil, Salt']","['For koftas: Squeeze out all the water from the grated lauki. Reserve the water.', 'In a bowl, mix the squeezed lauki, besan, chili powder, turmeric, and salt. Do not add water. Form a tight dough.', 'Make small balls and deep fry on medium heat until golden brown. Keep aside.', 'For gravy: Heat 2 tbsp oil. Add cumin seeds.', 'Add chopped onion and sauté until golden.', 'Add ginger-garlic paste. Sauté for 1 minute.', 'Add tomato puree and all the spice powders (except garam masala). Cook until oil separates.', 'Add the cashew paste and sauté for 2 minutes.', 'Add 1.5 cups of water (use the reserved lauki water first). Bring to a boil.', 'Add salt and simmer the gravy for 5-7 minutes.', 'Just before serving, add the fried koftas and garam masala. Simmer for 2 minutes and serve hot.']",North Indian,"Koftas: 2 cups grated bottle gourd (lauki), 1/2 cup gram flour (besan), 1/2 tsp red chili powder, 1/4 tsp turmeric, Salt, Oil for frying Gravy: 1 large onion (chopped), 2 tomatoes (pureed), 1 tbsp ginger-garlic paste, 1/4 cup cashew paste, 1/2 tsp cumin seeds, 1 tsp coriander powder, 1/2 tsp red chili powder, 1/4 tsp turmeric, 1/2 tsp garam masala, 2 tbsp oil, Salt","Lauki Kofta Lauki Kofta Lauki Kofta Koftas: 2 cups grated bottle gourd (lauki), 1/2 cup gram flour (besan), 1/2 tsp red chili powder, 1/4 tsp turmeric, Salt, Oil for frying Gravy: 1 large onion (chopped), 2 tomatoes (pureed), 1 tbsp ginger-garlic paste, 1/4 cup cashew paste, 1/2 tsp cumin seeds, 1 tsp coriander powder, 1/2 tsp red chili powder, 1/4 tsp turmeric, 1/2 tsp garam masala, 2 tbsp oil, Salt",lauki kofta lauki kofta lauki kofta koftas cups grated bottle gourd lauki cup gram flour besan tsp red chili powder tsp turmeric salt oil frying gravy large onion chopped tomatoes pureed tbsp gingergarlic paste cup cashew paste tsp cumin seeds tsp coriander powder tsp red chili powder tsp turmeric tsp garam masala tbsp oil salt
Egg Bhurji (Anda Bhurji),"['4 large eggs', '1 large onion, finely chopped', '1 large tomato, finely chopped', '2 green chilies, finely chopped', '1/2 inch ginger, finely chopped', '1/2 tsp turmeric powder', '1/2 tsp red chili powder (optional)', '1/2 tsp garam masala (optional)', '2 tbsp vegetable oil', 'Salt to taste', '1/4 cup chopped cilantro']","['Crack the eggs into a bowl, add salt, and whisk lightly. Set aside.', 'Heat oil in a pan. Add the chopped onion, green chilies, and ginger.', 'Sauté on medium heat until the onion is soft and translucent.', 'Add the chopped tomatoes and turmeric. Cook until the tomatoes are soft and mushy.', 'Add the red chili powder and garam masala (if using). Stir for 30 seconds.', 'Pour in the whisked eggs.', 'Let the eggs set for 30 seconds, then start scrambling them with a spatula.', 'Continue to cook, stirring, for 2-3 minutes, until the eggs are cooked to your liking.', 'Turn off the heat and stir in the chopped cilantro.', 'Serve hot with pav, roti, or bread.']",Indian,"4 large eggs 1 large onion, finely chopped 1 large tomato, finely chopped 2 green chilies, finely chopped 1/2 inch ginger, finely chopped 1/2 tsp turmeric powder 1/2 tsp red chili powder (optional) 1/2 tsp garam masala (optional) 2 tbsp vegetable oil Salt to taste 1/4 cup chopped cilantro","Egg Bhurji (Anda Bhurji) Egg Bhurji (Anda Bhurji) Egg Bhurji (Anda Bhurji) 4 large eggs 1 large onion, finely chopped 1 large tomato, finely chopped 2 green chilies, finely chopped 1/2 inch ginger, finely chopped 1/2 tsp turmeric powder 1/2 tsp red chili powder (optional) 1/2 tsp garam masala (optional) 2 tbsp vegetable oil Salt to taste 1/4 cup chopped cilantro",egg bhurji anda bhurji egg bhurji anda bhurji egg bhurji anda bhurji large eggs large onion finely chopped large tomato finely chopped green chilies finely chopped inch ginger finely chopped tsp turmeric powder tsp red chili powder optional tsp garam masala optional tbsp vegetable oil salt taste cup chopped cilantro
Besan Ladoo,"['2 cups gram flour (besan), coarse', '1 cup ghee', '1 cup powdered sugar (boora)', '1/2 tsp cardamom powder', '2 tbsp chopped almonds or cashews (optional)']","['Heat the ghee in a heavy-bottomed pan (kadai) on low heat.', 'Add the besan to the melted ghee.', 'Roast the besan on a strictly low heat, stirring continuously.', 'This process will take 30-40 minutes. The besan will first become lumpy, then loosen up, and finally turn a deep golden brown, releasing a nutty aroma and ghee.', 'Once roasted, turn off the heat. Stir in the cardamom powder and nuts.', 'Let the mixture cool down. It should be just warm to the touch (not hot, or the sugar will melt).', 'Add the powdered sugar to the warm besan-ghee mixture.', 'Mix well with your hands until the sugar is fully incorporated.', 'Take small portions of the mixture and shape them into round balls (ladoos).', 'Let the ladoos set at room temperature for a few hours. Store in an airtight container.']",Indian Dessert,"2 cups gram flour (besan), coarse 1 cup ghee 1 cup powdered sugar (boora) 1/2 tsp cardamom powder 2 tbsp chopped almonds or cashews (optional)","Besan Ladoo Besan Ladoo Besan Ladoo 2 cups gram flour (besan), coarse 1 cup ghee 1 cup powdered sugar (boora) 1/2 tsp cardamom powder 2 tbsp chopped almonds or cashews (optional)",besan ladoo besan ladoo besan ladoo cups gram flour besan coarse cup ghee cup powdered sugar boora tsp cardamom powder tbsp chopped almonds cashews optional
Kaju Katli (Cashew Fudge),"['1 cup cashews (kaju)', '1/2 cup sugar', '1/4 cup water', '1 tsp ghee', '1/4 tsp cardamom powder (optional)', '1 tsp rose water (optional)']","['Grind the cashews in a dry blender to a fine powder. Sift it to ensure there are no lumps.', 'In a non-stick pan, combine the sugar and water. Heat on medium flame until the sugar dissolves completely.', ""Bring the syrup to a boil and cook until it reaches a 'one-string consistency'."", 'Reduce the heat to low. Add the cashew powder, cardamom powder, and rose water.', 'Stir continuously. The mixture will thicken quickly.', 'Keep stirring for 5-7 minutes until the mixture comes together as a single, non-sticky dough, leaving the sides of the pan.', 'Add the 1 tsp of ghee and mix well.', 'Transfer the dough to a greased sheet of parchment paper.', ""Let it cool for 1-2 minutes. While it's still warm, knead the dough for 1 minute until smooth."", 'Place another sheet of parchment paper on top and roll the dough to 1/4 inch thickness.', 'Let it cool and set for 1-2 hours (or 15-20 mins in the fridge).', 'Cut into diamond shapes. (Optional: decorate with edible silver vark).']",Indian Dessert,1 cup cashews (kaju) 1/2 cup sugar 1/4 cup water 1 tsp ghee 1/4 tsp cardamom powder (optional) 1 tsp rose water (optional),Kaju Katli (Cashew Fudge) Kaju Katli (Cashew Fudge) Kaju Katli (Cashew Fudge) 1 cup cashews (kaju) 1/2 cup sugar 1/4 cup water 1 tsp ghee 1/4 tsp cardamom powder (optional) 1 tsp rose water (optional),kaju katli cashew fudge kaju katli cashew fudge kaju katli cashew fudge cup cashews kaju cup sugar cup water tsp ghee tsp cardamom powder optional tsp rose water optional
Rava Upma,"['1 cup coarse semolina (rava/sooji)', '2.5 cups hot water', '1 onion, finely chopped', '1/2 inch ginger, grated', '2 green chilies, slit', '1 sprig curry leaves', '1 tsp mustard seeds', '1 tsp urad dal', '1 tsp chana dal', '2 tbsp ghee or oil', '1/4 cup chopped vegetables (carrot, peas) (optional)', 'Salt to taste', '1 tbsp lemon juice']","['Dry roast the rava in a pan on low heat for 5-7 minutes until aromatic. Do not let it change color. Remove and keep aside.', 'Heat ghee/oil in the same pan. Add mustard seeds, urad dal, and chana dal. Sauté until golden.', 'Add ginger, green chilies, and curry leaves. Sauté for 30 seconds.', 'Add the chopped onion and sauté until translucent.', 'Add the optional vegetables and cook for 2-3 minutes.', 'Add 2.5 cups of hot water and salt. Bring to a rolling boil.', 'Reduce the heat to low. Slowly pour in the roasted rava, stirring continuously with the other hand to prevent lumps.', 'Keep stirring until the rava absorbs all the water and thickens.', 'Cover the pan and cook on the lowest heat for 3-5 minutes.', 'Turn off the heat. Add the lemon juice and 1 tsp of ghee. Fluff with a fork and serve hot.']",South Indian / Indian Breakfast,"1 cup coarse semolina (rava/sooji) 2.5 cups hot water 1 onion, finely chopped 1/2 inch ginger, grated 2 green chilies, slit 1 sprig curry leaves 1 tsp mustard seeds 1 tsp urad dal 1 tsp chana dal 2 tbsp ghee or oil 1/4 cup chopped vegetables (carrot, peas) (optional) Salt to taste 1 tbsp lemon juice","Rava Upma Rava Upma Rava Upma 1 cup coarse semolina (rava/sooji) 2.5 cups hot water 1 onion, finely chopped 1/2 inch ginger, grated 2 green chilies, slit 1 sprig curry leaves 1 tsp mustard seeds 1 tsp urad dal 1 tsp chana dal 2 tbsp ghee or oil 1/4 cup chopped vegetables (carrot, peas) (optional) Salt to taste 1 tbsp lemon juice",rava upma rava upma rava upma cup coarse semolina ravasooji cups hot water onion finely chopped inch ginger grated green chilies slit sprig curry leaves tsp mustard seeds tsp urad dal tsp chana dal tbsp ghee oil cup chopped vegetables carrot peas optional salt taste tbsp lemon juice
